listing_id,detail_url,province,district,granularity,provenance,address_raw,address_sanitized,raw_query,raw_status,raw_lat,raw_lon,raw_display_name,raw_candidate_count,raw_admin_match,raw_spatial_precision,raw_spatially_useful,sanitized_query,sanitized_status,sanitized_lat,sanitized_lon,sanitized_display_name,sanitized_candidate_count,sanitized_admin_match,sanitized_spatial_precision,sanitized_spatially_useful
130980,https://batdongsan.vn/ban-nha-mat-ngo-663-truong-dinh-ngo-thong-o-to-kinh-doanh-r130980,Hà Nội,Hoàng Mai,alley_or_lane,title,NGÕ 663 TRƯƠNG ĐỊNH - NGÕ THÔNG  Ô TÔ KINH DOANH,NGÕ 663 TRƯƠNG ĐỊNH NGÕ THÔNG Ô TÔ,"NGÕ 663 TRƯƠNG ĐỊNH - NGÕ THÔNG  Ô TÔ KINH DOANH, Hoàng Mai, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"NGÕ 663 TRƯƠNG ĐỊNH NGÕ THÔNG Ô TÔ, Hoàng Mai, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
146531,https://batdongsan.vn/ban-nha-dep-mat-ngo-thong-pho-cho-kham-thien-28m2-5tang-mat-tien-28m-48-ty-dong-da-r146531,Hà Nội,Đống Đa,alley_or_lane,title,ngõ thông phố Chợ Khâm Thiên 28m2 5tầng mặt tiền 2.8m 4.8 Tỷ Đống Đa,ngõ thông phố Chợ Khâm Thiên 2,"ngõ thông phố Chợ Khâm Thiên 28m2 5tầng mặt tiền 2.8m 4.8 Tỷ Đống Đa, Đống Đa, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"ngõ thông phố Chợ Khâm Thiên 2, Đống Đa, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
138008,https://batdongsan.vn/thuy-khue-tay-ho-41m2-7-tang-mt-41m-gia-148-ty-nha-moi-thang-may-phan-lo-o-to-7c-ngo-r138008,Hà Nội,Tây Hồ,alley_or_lane,description,"THỤY KHUÊ, TÂY HỒ. 41M2 7 TẦNG MT 4.1M GIÁ 14,8 TỶ-NHÀ MỚI - THANG MÁY - PHÂN LÔ - Ô TÔ 7C - NGÕ",THỤY KHUÊ TÂY HỒ MT 4,"THỤY KHUÊ, TÂY HỒ. 41M2 7 TẦNG MT 4.1M GIÁ 14,8 TỶ-NHÀ MỚI - THANG MÁY - PHÂN LÔ - Ô TÔ 7C - NGÕ, Tây Hồ, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"THỤY KHUÊ TÂY HỒ MT 4, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
144032,https://batdongsan.vn/ban-nha-moi-lo-goc-dinh-cong-ngo-thong-cach-pho-chi-10m-r144032,Hà Nội,Hoàng Mai,alley_or_lane,title,NGÕ THÔNG - CÁCH PHỐ CHỈ 10M,NGÕ THÔNG CÁCH PHỐ CHỈ,"NGÕ THÔNG - CÁCH PHỐ CHỈ 10M, Hoàng Mai, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"NGÕ THÔNG CÁCH PHỐ CHỈ, Hoàng Mai, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
177171,https://batdongsan.vn/chi-361-trieu-m-nha-ngo-279-doi-can-47m-6tang-thang-may-full-noi-that-gia-17-ty-0878168006-r177171,Hà Nội,Ba Đình,alley_or_lane,title,NGÕ 279 ĐỘI CẤN 47M 6TẦNG THANG MÁY FULL NỘI THẤT GIÁ 17 TỶ 0878168006,NGÕ 279 ĐỘI CẤN,"NGÕ 279 ĐỘI CẤN 47M 6TẦNG THANG MÁY FULL NỘI THẤT GIÁ 17 TỶ 0878168006, Ba Đình, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"NGÕ 279 ĐỘI CẤN, Ba Đình, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
156318,https://batdongsan.vn/ban-nha-pho-nguyen-an-ninh-mat-ngo-rong-o-to-vao-nha-5-tang-50m2-gia-tot-r156318,Hà Nội,Hai Bà Trưng,alley_or_lane,title,phố Nguyến An Ninh mặt ngõ rộng,phố Nguyến An Ninh mặt ngõ rộng,"phố Nguyến An Ninh mặt ngõ rộng, Hai Bà Trưng, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"phố Nguyến An Ninh mặt ngõ rộng, Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
166199,https://batdongsan.vn/ban-nha-ngo-509-vu-tong-phan-ngo-3-gac-tranh-thong-so-vang-gia-dau-tu-48m2-r166199,Hà Nội,Thanh Xuân,alley_or_lane,title,ngõ 509 Vũ Tông Phan- Ngõ 3 gác tránh- Thông số vàng- Giá đầu tư- 48m2,ngõ 509 Vũ Tông Phan Ngõ 3 gác tránh Thông số vàng Giá đầu tư,"ngõ 509 Vũ Tông Phan- Ngõ 3 gác tránh- Thông số vàng- Giá đầu tư- 48m2, Thanh Xuân, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"ngõ 509 Vũ Tông Phan Ngõ 3 gác tránh Thông số vàng Giá đầu tư, Thanh Xuân, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
131610,https://batdongsan.vn/ban-nha-phap-van-hoang-mai-ngo-nong-sat-pho-dien-tich-rong-mat-tien-dep-2-thoang-truoc-sau-r131610,Hà Nội,Hoàng Mai,alley_or_lane,title,NGÕ NÔNG SÁT PHỐ,NGÕ NÔNG SÁT PHỐ,"NGÕ NÔNG SÁT PHỐ, Hoàng Mai, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"NGÕ NÔNG SÁT PHỐ, Hoàng Mai, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
139036,https://batdongsan.vn/ban-nha-cau-giay37m25t-phan-lo-ngo-thong-kd-oto-10m-chi-8899ty-r139036,Hà Nội,Cầu Giấy,alley_or_lane,title,ngõ thông,ngõ thông,"ngõ thông, Cầu Giấy, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"ngõ thông, Cầu Giấy, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
162270,https://batdongsan.vn/gia-dinh-toi-can-ban-gap-nha-ngo-201-phuc-loi-lo-goc-30m-mat-tien-rong-10m-ra-oto-tranh-495-r162270,Hà Nội,Long Biên,alley_or_lane,title,ngõ 201 Phúc Lợi,ngõ 201 Phúc Lợi,"ngõ 201 Phúc Lợi, Long Biên, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"ngõ 201 Phúc Lợi, Long Biên, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
188501,https://batdongsan.vn/phan-lo-can-bo-be-van-dan-ha-dong-ngo-to-nhu-pho-o-to-do-cua-45m2-hon-13-ty-r188501,Hà Nội,Hà Đông,alley_or_lane,title,ngõ to như phố,ngõ to như phố,"ngõ to như phố, Hà Đông, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"ngõ to như phố, Hà Đông, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
182575,https://batdongsan.vn/nguyen-khang-51m-chi-79-ty-nha-depfull-noi-thatgan-bai-gui-xengo-thong-r182575,Hà Nội,Cầu Giấy,alley_or_lane,dedicated_address,"Nguyễn Khang, Yên Hòa, Cầu Giấy, Hà Nội (ngõ thông các hướng nha, đi lại tiện lợi lắm ạ!)",Nguyễn Khang Yên Hòa Cầu Giấy Hà Nội ngõ thông các hướng nha đi lại tiện lợi lắm ạ,"Nguyễn Khang, Yên Hòa, Cầu Giấy, Hà Nội (ngõ thông các hướng nha, đi lại tiện lợi lắm ạ!), Cầu Giấy, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"Nguyễn Khang Yên Hòa Cầu Giấy Hà Nội ngõ thông các hướng nha đi lại tiện lợi lắm ạ, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
184850,https://batdongsan.vn/trung-tam-cau-giay-5-tang-dan-xay-ngo-thong-tu-tung-o-to-tranh-5-tang-30m2-72-ty-r184850,Hà Nội,Cầu Giấy,alley_or_lane,title,NGÕ THÔNG TỨ TUNG- Ô TÔ TRÁNH _ 5 TẦNG – 30M2 – 7,7,"NGÕ THÔNG TỨ TUNG- Ô TÔ TRÁNH _ 5 TẦNG – 30M2 – 7, Cầu Giấy, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"7, Cầu Giấy, Thành phố Hà Nội, Việt Nam",STREET_MATCH,21.0273542,105.7847284,"Tòa nhà Hội Liên hiệp Phụ nữ thành phố Hà Nội, 7, Phố Tôn Thất Thuyết, Kẻ Vòng (Dịch Vọng), Phường Cầu Giấy, Thành phố Hà Nội, 10192, Việt Nam",3,ADMIN_MATCH,LANDMARK,True
165486,https://batdongsan.vn/ban-nha-hoang-hoa-tham-ba-dinh-ngo-thong-90m2-45-tang-thang-may-chi-179-ty-r165486,Hà Nội,Ba Đình,alley_or_lane,title,ngõ thông 90m2,ngõ thông,"ngõ thông 90m2, Ba Đình, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"ngõ thông, Ba Đình, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
187675,https://batdongsan.vn/yen-hoa-45m-x4-tang-96-ty-nha-mat-ngo-thonggan-phongo-rong-25mgia-dau-tu-r187675,Hà Nội,Cầu Giấy,alley_or_lane,title,NGÕ THÔNG,NGÕ THÔNG,"NGÕ THÔNG, Cầu Giấy, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"NGÕ THÔNG, Cầu Giấy, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
119594,https://batdongsan.vn/ban-nha-dong-quan-35m2-gia-nhinh-6-ty-trung-tam-4-quan-5-tang-moi-dep-long-lanh-ngo-nong-r119594,Hà Nội,Cầu Giấy,alley_or_lane,dedicated_address,"ngõ nông rộng, đầu phố Đông Quan, gần trường FPT, phố Đông",ngõ nông rộng đầu phố Đông Quan gần trường FPT phố Đông,"ngõ nông rộng, đầu phố Đông Quan, gần trường FPT, phố Đông, Cầu Giấy, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"ngõ nông rộng đầu phố Đông Quan gần trường FPT phố Đông, Cầu Giấy, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
167782,https://batdongsan.vn/ban-nha-xuan-thuy-cau-giay-ngo-thong-o-to-57m2-5-tang-mt-4m-chi-156-ty-r167782,Hà Nội,Cầu Giấy,alley_or_lane,dedicated_address,"Ngõ đẹp, phố Xuân Thủy, Cầu Giấy, Hà Nội",Ngõ đẹp phố Xuân Thủy Cầu Giấy Hà Nội,"Ngõ đẹp, phố Xuân Thủy, Cầu Giấy, Hà Nội, Cầu Giấy, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"Ngõ đẹp phố Xuân Thủy Cầu Giấy Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
189560,https://batdongsan.vn/co-nhue-hot-nha-pho-dep-ngo-rong-nhu-pho-quy-hoach-view-ho-tuong-lai-r189560,Hà Nội,Bắc Từ Liêm,alley_or_lane,title,PHỐ ĐẸP - NGÕ RỘNG NHƯ PHỐ - QUY HOẠCH VIEW HỒ TƯƠNG LAI!,PHỐ ĐẸP NGÕ RỘNG NHƯ PHỐ QUY HOẠCH VIEW HỒ TƯƠNG LAI,"PHỐ ĐẸP - NGÕ RỘNG NHƯ PHỐ - QUY HOẠCH VIEW HỒ TƯƠNG LAI!, Bắc Từ Liêm, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"PHỐ ĐẸP NGÕ RỘNG NHƯ PHỐ QUY HOẠCH VIEW HỒ TƯƠNG LAI, Bắc Từ Liêm, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
108123,https://batdongsan.vn/gia-dinh-can-ban-nha-mat-ngo-doi-can-gia-108-ty-367mx6-tang-oto-vao-full-noi-that-r278317,Hà Nội,Ba Đình,alley_or_lane,title,ngõ Đội Cấn giá 10,ngõ Đội Cấn giá 10,"ngõ Đội Cấn giá 10, Ba Đình, Hà Nội, Việt Nam",EXACT_MATCH,21.0395325,105.836423,"Phường Ba Đình, Thành phố Hà Nội, 11120, Việt Nam",1,ADMIN_MATCH,WARD,True,"ngõ Đội Cấn giá 10, Ba Đình, Thành phố Hà Nội, Việt Nam",EXACT_MATCH,21.0395325,105.836423,"Phường Ba Đình, Thành phố Hà Nội, 11120, Việt Nam",1,ADMIN_MATCH,WARD,True
118849,https://batdongsan.vn/ban-nha-mat-ngo-khuong-trung-thanh-xuan-dt-40m-5-tang-xe-ba-gac-do-tan-cua-gia-nhinh-8-ty-nho-r118849,Hà Nội,Quận Thanh Xuân,alley_or_lane,dedicated_address,"Ngõ 97 Khương Trung quá hot quận Thanh Xuân, ngay cạnh khu phân lô quân đội an ninh, dân trí cao",Ngõ 97 Khương Trung quá hot quận Thanh Xuân ngay cạnh khu quân đội an ninh dân trí cao,"Ngõ 97 Khương Trung quá hot quận Thanh Xuân, ngay cạnh khu phân lô quân đội an ninh, dân trí cao, Quận Thanh Xuân, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"Ngõ 97 Khương Trung quá hot quận Thanh Xuân ngay cạnh khu quân đội an ninh dân trí cao, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
178599,https://batdongsan.vn/ban-nha-ngo-85-xuan-thuy-cau-giay-vi-tri-dep-o-to-tranh-kinh-doanh-dt-154m2-39-ty-r178599,Hà Nội,Cầu Giấy,alley_or_lane,title,NGÕ 85 XUÂN THỦY CẦU GIẤY - VỊ TRÍ ĐẸP Ô TÔ TRÁNH KINH DOANH,NGÕ 85 XUÂN THỦY CẦU GIẤY VỊ TRÍ ĐẸP,"NGÕ 85 XUÂN THỦY CẦU GIẤY - VỊ TRÍ ĐẸP Ô TÔ TRÁNH KINH DOANH, Cầu Giấy, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"NGÕ 85 XUÂN THỦY CẦU GIẤY VỊ TRÍ ĐẸP, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
138070,https://batdongsan.vn/hiem-nha-hoe-nhai-ba-dinh-35m2-2-tang-gia-3ty-nha-dep-vai-buoc-ra-pho-ho-khau-pho-co-nha-dep-r138070,Hà Nội,Ba Đình,alley_or_lane,dedicated_address,"Phố Hoè Nhai là phố nối thông Quán Thánh- Nguyễn Trường Tộ - Hàng Than, cửa ngõ Hoàn Kiếm -",Phố Hoè Nhai là phố nối thông Quán Thánh Nguyễn Trường Tộ Hàng Than cửa ngõ Hoàn Kiếm,"Phố Hoè Nhai là phố nối thông Quán Thánh- Nguyễn Trường Tộ - Hàng Than, cửa ngõ Hoàn Kiếm -, Ba Đình, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"Phố Hoè Nhai là phố nối thông Quán Thánh Nguyễn Trường Tộ Hàng Than cửa ngõ Hoàn Kiếm, Ba Đình, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
146594,https://batdongsan.vn/nha-dan-xay-58m-x-5t-ngo-thong-kinh-doanh-gan-o-to-ngoc-khanh-ba-dinh-gia-158-ty-r146594,Hà Nội,Ba Đình,alley_or_lane,title,NGÕ THÔNG KINH DOANH,NGÕ THÔNG,"NGÕ THÔNG KINH DOANH, Ba Đình, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"NGÕ THÔNG, Ba Đình, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
186301,https://batdongsan.vn/nha-moi-tan-xuan-38m2-5-tang-dep-ngo-thong-thoang-o-suong-gia-chi-6-ty-r186301,Hà Nội,Bắc Từ Liêm,alley_or_lane,title,ngõ thông thoáng,ngõ thông thoáng,"ngõ thông thoáng, Bắc Từ Liêm, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"ngõ thông thoáng, Bắc Từ Liêm, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
170331,https://batdongsan.vn/ban-nha-dep-ngoc-thuy-long-bien-ngo-thong-view-vuon-hoa-gan-pho-co-hang-xom-than-thien-r170331,Hà Nội,Long Biên,alley_or_lane,title,NGÕ THÔNG - VIEW VƯỜN HOA - GẦN PHỐ CỔ- HÀNG XÓM THÂN THIỆN,NGÕ THÔNG VIEW VƯỜN HOA GẦN PHỐ CỔ HÀNG XÓM THÂN THIỆN,"NGÕ THÔNG - VIEW VƯỜN HOA - GẦN PHỐ CỔ- HÀNG XÓM THÂN THIỆN, Long Biên, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"NGÕ THÔNG VIEW VƯỜN HOA GẦN PHỐ CỔ HÀNG XÓM THÂN THIỆN, Long Biên, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
190097,https://batdongsan.vn/ban-nha-ngo-8-vong-thi-tay-ho-vi-tri-dep-o-to-tranh-kinh-doanh-6-tang-dt-50m2-236-ty-r190097,Hà Nội,Tây Hồ,alley_or_lane,title,NGÕ 8 VÕNG THỊ TÂY HỒ - VỊ TRÍ DẸP Ô TÔ TRÁNH KINH DOANH 6 TẦNG,NGÕ 8 VÕNG THỊ TÂY HỒ VỊ TRÍ DẸP,"NGÕ 8 VÕNG THỊ TÂY HỒ - VỊ TRÍ DẸP Ô TÔ TRÁNH KINH DOANH 6 TẦNG, Tây Hồ, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"NGÕ 8 VÕNG THỊ TÂY HỒ VỊ TRÍ DẸP, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
119519,https://batdongsan.vn/ban-nha-do-duc-duc-nam-tu-liem-ngo-nong-30m-ra-pho-an-sinh-khu-vuc-tot-r119519,Hà Nội,Nam Từ Liêm,alley_or_lane,title,NGÕ NÔNG 30M RA PHỐ AN SINH KHU VỰC TỐT,NGÕ NÔNG RA PHỐ AN SINH KHU VỰC TỐT,"NGÕ NÔNG 30M RA PHỐ AN SINH KHU VỰC TỐT, Nam Từ Liêm, Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False,"NGÕ NÔNG RA PHỐ AN SINH KHU VỰC TỐT, Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,0,UNKNOWN,UNKNOWN,False
