listing_id,detail_url,province,district,granularity,provenance,address_raw,address_sanitized,geocoder,query_used,status,latitude,longitude,display_name,admin_match,spatial_precision,spatially_useful,quality_tier,candidate_count,error_type,error_message
173847,https://batdongsan.vn/ban-nha-55-thanh-my-305x9m-1-lau-2pn-2wc-gia-36-ty-r173847,Hồ Chí Minh,Tân Bình,unclear,title,"Bán nhà 55/ Thành Mỹ, 3.05x9m, 1 lầu , 2pn 2wc, giá 3.6 tỷ",55/ Thành Mỹ 3,Nominatim,"55/ Thành Mỹ 3, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
195837,https://batdongsan.vn/biet-thu-tret-lau-cuc-dep-hem-1-quan-ca-phe-osaka-68-duong-ta16-quan-12-gia-tot-r195837,Hồ Chí Minh,Quận 12,alley_or_lane,title,"hẻm 1/ quán cà phê Osaka (68) đường TA16, Quận 12 giá tốt",hẻm 1/ quán cà phê Osaka 68 đường TA16 Quận 12 giá tốt,Nominatim,"hẻm 1/ quán cà phê Osaka 68 đường TA16 Quận 12 giá tốt, Thành phố Hồ Chí Minh, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
167803,https://batdongsan.vn/nha-ban-thiet-ke-dep-sang-trong-mt-duong-tran-binh-trong-p1-go-vap-46-x-26-3-tang-15-ty-r167803,Hồ Chí Minh,Gò Vấp,street_only,title,đường Trần Bình Trọng,đường Trần Bình Trọng,Nominatim,"đường Trần Bình Trọng, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
128069,https://batdongsan.vn/1-ban-nha-gan-khu-phan-xich-long-2-pn-hxh-sat-khong-qh-dan-tri-hoan-cong-r128069,Hồ Chí Minh,Phú Nhuận,alley_or_lane,title,+1 BÁN NHÀ GẦN KHU PHAN XÍCH LONG - 2 PN - HXH SÁT - KHÔNG QH - DÂN TRÍ - HOÀN CÔNG,+1 GẦN KHU PHAN XÍCH LONG Hẻm SÁT KHÔNG QH DÂN TRÍ HOÀN CÔNG,Nominatim,"+1 GẦN KHU PHAN XÍCH LONG Hẻm SÁT KHÔNG QH DÂN TRÍ HOÀN CÔNG, Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
182548,https://batdongsan.vn/xuat-canh-can-ban-gap-nha-mt-duong-truong-sa-q3-dt-34m-x-116m-r182548,Hồ Chí Minh,Quận 3,street_only,title,Đường Trường Sa - Q3 (DT 3,Đường Trường Sa Q3 DT 3,Nominatim,"Đường Trường Sa Q3 DT 3, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
98738,https://batdongsan.vn/ban-nha-rieng-go-vap-phuong-5-nguyen-thai-son-4-tang-48m2-san-dong-tien-r268918,Hồ Chí Minh,Gò Vấp,landmark_only,dedicated_address,"Ngay chợ Gò Vấp, Emart, khu ĐH Văn Lang 3,ĐH Công Nghiệp 4, Cityland, Phan Văn Trị, Vincom, thông ra Dương Quảng Hàm, Phạm Văn Đồng, Phan Văn Trị, Nguyễn Văn Nghi, Lý Thường Kiệt, Lê Đức Thọ,",Ngay chợ Gò Vấp Emart khu ĐH Văn Lang 3 ĐH Công Nghiệp 4 Cityland Phan Văn Trị Vincom thông ra Dương Quảng Hàm Phạm Văn Đồng Phan Văn Trị Nguyễn Văn Nghi Lý Thường Kiệt Lê Đức Thọ,Nominatim,"Ngay chợ Gò Vấp Emart khu ĐH Văn Lang 3 ĐH Công Nghiệp 4 Cityland Phan Văn Trị Vincom thông ra Dương Quảng Hàm Phạm Văn Đồng Phan Văn Trị Nguyễn Văn Nghi Lý Thường Kiệt Lê Đức Thọ, Thành phố Hồ Chí Minh, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
98648,https://batdongsan.vn/hxh-no-trang-long-5x8-2pn-51-ty-p7-binh-thanh-r268828,Hồ Chí Minh,Bình Thạnh,alley_or_lane,title,Hxh Nơ Trang Long 5x8 2pn 5.1 tỷ P7 Bình Thạnh,Hẻm Nơ Trang Long,Nominatim,"Hẻm Nơ Trang Long, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
194257,https://batdongsan.vn/nha-5-tang-dan-xay-phan-lo-cum-cn-lai-xa-gan-nhon-dh-cong-nghiep-o-to-tranh-r194257,Hà Nội,Hoài Đức,street_only,title,"NHÀ 5 TẦNG, DÂN XÂY, PHÂN LÔ CỤM CN LAI XÁ, GẦN NHỔN ĐH CÔNG NGHIỆP - Ô TÔ TRÁNH",NHÀ DÂN XÂY CỤM CN LAI XÁ GẦN NHỔN ĐH CÔNG NGHIỆP,Nominatim,"NHÀ DÂN XÂY CỤM CN LAI XÁ GẦN NHỔN ĐH CÔNG NGHIỆP, Hoài Đức, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
130276,https://batdongsan.vn/ban-nha-pho-gieng-sen-le-trong-tan-7-tang-o-to-do-cua-50m-155-ty-r130276,Hà Nội,Hà Đông,street_only,title,PHỐ GIẾNG SEN LÊ TRỌNG TẤN,PHỐ GIẾNG SEN LÊ TRỌNG TẤN,Nominatim,"PHỐ GIẾNG SEN LÊ TRỌNG TẤN, Hà Đông, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
194787,https://batdongsan.vn/ban-nha-thanh-am-long-bienoto-do-conglo-gocthang-may42m-nhinh-9-ty-r194787,Hà Nội,Long Biên,street_only,title,"BÁN NHÀ THANH AM LONG BIÊN,OTO ĐỖ CỔNG,LÔ GÓC,THANG MÁY,42M NHỈNH 9 TỶ",THANH AM LONG BIÊN OTO ĐỖ CỔNG LÔ GÓC,Nominatim,"THANH AM LONG BIÊN OTO ĐỖ CỔNG LÔ GÓC, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
145851,https://batdongsan.vn/cuc-pham-pho-tran-quang-dieu-43m2-7t-thang-may-mt5m-o-to-ngay-vuon-hoa-1-6-r145851,Hà Nội,Đống Đa,street_only,title,phố Trần Quang Diệu 43m2 7T thang máy MT5m ô tô ngay Vườn Hoa 1-6,phố Trần Quang Diệu 7T MT5m ô tô ngay Vườn Hoa 1 6,Nominatim,"phố Trần Quang Diệu 7T MT5m ô tô ngay Vườn Hoa 1 6, Đống Đa, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
174854,https://batdongsan.vn/ban-nha-mat-pho-dong-ngac-85m-5-tang-11m-mat-tien-thang-may-kinh-doanh-gia-21-ty-r174854,Hà Nội,Bắc Từ Liêm,street_only,title,PHỐ ĐÔNG NGẠC,PHỐ ĐÔNG NGẠC,Nominatim,"PHỐ ĐÔNG NGẠC, Bắc Từ Liêm, Thành phố Hà Nội, Việt Nam",SUCCESS,21.0789998,105.7736949,"BIDV, Phố Văn Hội, Phường Đông Ngạc, Thành phố Hà Nội, 11909, Việt Nam",ADMIN_PARTIAL_MATCH,UNKNOWN,False,TIER_F_INVALID_OR_INCONSISTENT,1,,
163322,https://batdongsan.vn/sieu-pham-khuong-ha-o-to-tranh-kinh-doanh-43m2-5-tang-1389-ty-r163322,Hà Nội,Thanh Xuân,street_only,title,"SIÊU PHẨM KHƯƠNG HẠ – Ô TÔ TRÁNH, KINH DOANH, 43M2 , 5 TẦNG, 13.89 TỶ",KHƯƠNG HẠ,Nominatim,"KHƯƠNG HẠ, Thanh Xuân, Thành phố Hà Nội, Việt Nam",SUCCESS,20.9999984,105.8279102,"BIDV, 36, Phố Lê Trọng Tấn, Khương Trung, Phương Liệt, Phường Phương Liệt, Thành phố Hà Nội, 11412, Việt Nam",ADMIN_PARTIAL_MATCH,UNKNOWN,False,TIER_F_INVALID_OR_INCONSISTENT,2,,
178125,https://batdongsan.vn/tn-vp-nguyen-khang-73m-9-tang-mat-tien-45m-35-ty-o-to-kinh-doanh-0986073333-r178125,Hà Nội,Cầu Giấy,street_only,title,mặt tiền 4.5m 35 Tỷ ô tô kinh doanh 0986073333,4,Nominatim,"4, Cầu Giấy, Thành phố Hà Nội, Việt Nam",SUCCESS,21.0360044,105.7892426,"4, Phố Trần Thái Tông, Hoài Đức Phủ, Kẻ Vòng (Dịch Vọng), Phường Cầu Giấy, Thành phố Hà Nội, 11314, Việt Nam",ADMIN_MATCH,UNKNOWN,False,TIER_D_ADMIN_ONLY,1,,
148927,https://batdongsan.vn/minh-can-ban-nha-o-quang-trung-ha-dong-ha-noi-5-tang-30m2-nhinh-5ty-r148927,Hà Nội,Hà Đông,street_only,dedicated_address,gần nhà ga tàu điện trên cao cách BX Yên Nghĩa 100M,gần nhà ga tàu điện trên cao cách BX Yên Nghĩa,Nominatim,"gần nhà ga tàu điện trên cao cách BX Yên Nghĩa, Hà Đông, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
107198,https://batdongsan.vn/ban-nha-lo-duc-hai-ba-trung-45m-4tang-2ngu-46ty-nha-moi-dep-hien-dai-r277392,Hà Nội,Hai Bà Trưng,unclear,title,"Bán Nhà Lò Đúc Hai Bà Trưng 45m 4Tầng 2Ngủ 4,6Tỷ Nhà Mới Đẹp Hiện Đại .",Lò Đúc Hai Bà Trưng 2Ngủ,Nominatim,"Lò Đúc Hai Bà Trưng 2Ngủ, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
189560,https://batdongsan.vn/co-nhue-hot-nha-pho-dep-ngo-rong-nhu-pho-quy-hoach-view-ho-tuong-lai-r189560,Hà Nội,Bắc Từ Liêm,alley_or_lane,title,PHỐ ĐẸP - NGÕ RỘNG NHƯ PHỐ - QUY HOẠCH VIEW HỒ TƯƠNG LAI!,PHỐ ĐẸP NGÕ RỘNG NHƯ PHỐ QUY HOẠCH VIEW HỒ TƯƠNG LAI,Nominatim,"PHỐ ĐẸP NGÕ RỘNG NHƯ PHỐ QUY HOẠCH VIEW HỒ TƯƠNG LAI, Bắc Từ Liêm, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
93523,https://batdongsan.vn/ban-nha-quan-cau-giay-gia-re-2023-r263698,Hà Nội,Quận Cầu Giấy,unclear,description,bán nhà quận cầu giấy giá rẻ 2023,quận cầu giấy giá rẻ 2023,Nominatim,"quận cầu giấy giá rẻ 2023, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
155073,https://batdongsan.vn/ban-nha-nguyen-an-ninh-15m-ra-pho-vua-o-vua-kinh-doanh-60m2-gia-13-ty-r155073,Hà Nội,Hoàng Mai,street_only,title,PHỐ – VỪA Ở VỪA KINH DOANH – 60M²– GIÁ 13 TỶ,PHỐ VỪA Ở VỪA 60M²,Nominatim,"PHỐ VỪA Ở VỪA 60M², Hoàng Mai, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
143100,https://batdongsan.vn/dep-thattt-nghia-tan-cau-giay-5470m-2pn-noi-that-xin-so-38-ty-r143100,Hà Nội,Cầu Giấy,house_number_and_street,title,"💥ĐẸP THẬT💥TT Nghĩa Tân, Cầu Giấy 54/70m 2PN Nội thất xịn sò, 3.8 Tỷ",💥ĐẸP THẬT💥TT Nghĩa Tân Cầu Giấy 54/ Nội thất xịn sò,Nominatim,"💥ĐẸP THẬT💥TT Nghĩa Tân Cầu Giấy 54/ Nội thất xịn sò, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
170331,https://batdongsan.vn/ban-nha-dep-ngoc-thuy-long-bien-ngo-thong-view-vuon-hoa-gan-pho-co-hang-xom-than-thien-r170331,Hà Nội,Long Biên,alley_or_lane,title,NGÕ THÔNG - VIEW VƯỜN HOA - GẦN PHỐ CỔ- HÀNG XÓM THÂN THIỆN,NGÕ THÔNG VIEW VƯỜN HOA GẦN PHỐ CỔ HÀNG XÓM THÂN THIỆN,Nominatim,"NGÕ THÔNG VIEW VƯỜN HOA GẦN PHỐ CỔ HÀNG XÓM THÂN THIỆN, Long Biên, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
119519,https://batdongsan.vn/ban-nha-do-duc-duc-nam-tu-liem-ngo-nong-30m-ra-pho-an-sinh-khu-vuc-tot-r119519,Hà Nội,Nam Từ Liêm,alley_or_lane,title,NGÕ NÔNG 30M RA PHỐ AN SINH KHU VỰC TỐT,NGÕ NÔNG RA PHỐ AN SINH KHU VỰC TỐT,Nominatim,"NGÕ NÔNG RA PHỐ AN SINH KHU VỰC TỐT, Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
95330,https://batdongsan.vn/ban-nha-mat-ngo-91-nguyen-chi-thanh-dong-da-40m-4-tang-gia-12-ty-r265505,Hà Nội,Đống Đa,alley_or_lane,title,ngõ 91 Nguyễn Chi Thanh,ngõ 91 Nguyễn Chi Thanh,Nominatim,"ngõ 91 Nguyễn Chi Thanh, Đống Đa, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
156318,https://batdongsan.vn/ban-nha-pho-nguyen-an-ninh-mat-ngo-rong-o-to-vao-nha-5-tang-50m2-gia-tot-r156318,Hà Nội,Hai Bà Trưng,alley_or_lane,title,phố Nguyến An Ninh mặt ngõ rộng,phố Nguyến An Ninh mặt ngõ rộng,Nominatim,"phố Nguyến An Ninh mặt ngõ rộng, Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
101016,https://batdongsan.vn/ban-nha-ngo-73-hoang-ngan-phuong-nhan-chinh-tang-1-de-o-to-mat-tien-5m-gia-77-ty-r271199,Hà Nội,Thanh Xuân,full_address,title,"ngõ 73 Hoàng Ngân, phường Nhân Chính",ngõ 73 Hoàng Ngân phường Nhân Chính,Nominatim,"ngõ 73 Hoàng Ngân phường Nhân Chính, Thanh Xuân, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
138070,https://batdongsan.vn/hiem-nha-hoe-nhai-ba-dinh-35m2-2-tang-gia-3ty-nha-dep-vai-buoc-ra-pho-ho-khau-pho-co-nha-dep-r138070,Hà Nội,Ba Đình,alley_or_lane,dedicated_address,"Phố Hoè Nhai là phố nối thông Quán Thánh- Nguyễn Trường Tộ - Hàng Than, cửa ngõ Hoàn Kiếm -",Phố Hoè Nhai là phố nối thông Quán Thánh Nguyễn Trường Tộ Hàng Than cửa ngõ Hoàn Kiếm,Nominatim,"Phố Hoè Nhai là phố nối thông Quán Thánh Nguyễn Trường Tộ Hàng Than cửa ngõ Hoàn Kiếm, Ba Đình, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
156847,https://batdongsan.vn/ban-nha-5-tang-pho-giai-phong-hoang-mai-8-ty-hon-so-do-chinh-chu-r156847,Hà Nội,Hoàng Mai,street_only,title,PHỐ GIẢI PHÓNG - HOÀNG MAI - 8 TỶ HƠN - SỔ ĐỎ CHÍNH CHỦ,PHỐ GIẢI PHÓNG HOÀNG MAI,Nominatim,"PHỐ GIẢI PHÓNG HOÀNG MAI, Thành phố Hà Nội, Việt Nam",SUCCESS,20.970455,105.8415051,"BIDV, Đường Giải Phóng, Giáp Nhị, Kẻ Sét, Phường Hoàng Mai, Yên Ngưu, Thành phố Hà Nội, 11720, Việt Nam",ADMIN_MATCH,UNKNOWN,False,TIER_D_ADMIN_ONLY,1,,
144032,https://batdongsan.vn/ban-nha-moi-lo-goc-dinh-cong-ngo-thong-cach-pho-chi-10m-r144032,Hà Nội,Hoàng Mai,alley_or_lane,title,NGÕ THÔNG - CÁCH PHỐ CHỈ 10M,NGÕ THÔNG CÁCH PHỐ CHỈ,Nominatim,"NGÕ THÔNG CÁCH PHỐ CHỈ, Hoàng Mai, Thành phố Hà Nội, Việt Nam",NO_RESULT,,,,UNKNOWN,UNKNOWN,False,TIER_E_NO_RESULT,0,,
