id,detail_url,original_location,title,address_raw,address_normalized,geocoding_query,street,ward,district_detail,province_detail,address_source,granularity
192527,https://batdongsan.vn/ban-nha-trung-tam-ngoc-thuy-30m2-3-tang-full-noi-that-gia-chi-6-ty-xiu-r192527,"Long Biên, Hà Nội",BÁN NHÀ TRUNG TÂM NGỌC THỤY – 30M² – 3 TẦNG – FULL NỘI THẤT – GIÁ CHỈ 6 TỶ XÍU,BÁN NHÀ TRUNG TÂM NGỌC THỤY – 30M² – 3 TẦNG – FULL NỘI THẤT – GIÁ CHỈ 6 TỶ XÍU,BÁN NHÀ TRUNG TÂM NGỌC THỤY – 30M² – 3 TẦNG – FULL NỘI THẤT – GIÁ CHỈ 6 TỶ XÍU,"BÁN NHÀ TRUNG TÂM NGỌC THỤY – 30M² – 3 TẦNG – FULL NỘI THẤT – GIÁ CHỈ 6 TỶ XÍU, Long Biên, Hà Nội, Việt Nam",Bán Nhà Trung Tâm Ngọc Thụy,,Long Biên,Hà Nội,title,STREET_LEVEL
98127,https://batdongsan.vn/huong-lo-3-binh-tan-ngay-aeon-tan-phu-ngang-5m-nhinh-4-ty-r268306,"Bình Tân, Hồ Chí Minh",Hương Lộ 3. Bình Tân. Ngay AEON Tân Phú. Ngang 5m. Nhỉnh 4 Tỷ.,Hương Lộ 3. Bình Tân. Ngay AEON Tân Phú. Ngang 5m. Nhỉnh 4 Tỷ.,Hương Lộ 3. Bình Tân. Ngay AEON Tân Phú. Ngang 5m. Nhỉnh 4 Tỷ.,"Hương Lộ 3. Bình Tân. Ngay AEON Tân Phú. Ngang 5m. Nhỉnh 4 Tỷ., Hồ Chí Minh, Việt Nam",,,Bình Tân,Hồ Chí Minh,title,DISTRICT_ONLY_OR_COARSE
137936,https://batdongsan.vn/50m-nha-pho-o-to-thang-may-mat-tien-rong-san-sang-don-tet-chi-nhinh-9-dong-r137936,"Long Biên, Hà Nội",50M NHÀ PHỐ Ô TÔ THANG MÁY MẶT TIỀN RỘNG SẴN SÀNG ĐÓN TẾT CHỈ NHỈNH 9 ĐỒNG,PHỐ Ô TÔ THANG MÁY MẶT TIỀN RỘNG SẴN SÀNG ĐÓN TẾT CHỈ NHỈNH 9 ĐỒNG,PHỐ Ô TÔ THANG MÁY MẶT TIỀN RỘNG SẴN SÀNG ĐÓN TẾT CHỈ NHỈNH 9 ĐỒNG,"PHỐ Ô TÔ THANG MÁY MẶT TIỀN RỘNG SẴN SÀNG ĐÓN TẾT CHỈ NHỈNH 9 ĐỒNG, Long Biên, Hà Nội, Việt Nam",50M Nhà Phố,,Long Biên,Hà Nội,title,STREET_LEVEL
93492,https://batdongsan.vn/0703903486-r263667,"Bình Thạnh, Hồ Chí Minh",0703903486,Hẻm xe hơi 8m đường Nguyễn Cửu Vân P17 quận Bình thạnh,Hẻm xe hơi 8m đường Nguyễn Cửu Vân P17 quận Bình thạnh,"Hẻm xe hơi 8m đường Nguyễn Cửu Vân P17 quận Bình thạnh, Bình Thạnh, Hồ Chí Minh, Việt Nam",,,Bình Thạnh,Hồ Chí Minh,dedicated_address,HOUSE_LEVEL
95902,https://batdongsan.vn/go-vap-le-van-tho-cv-lang-hoa-nha-full-noi-that-kv-4x85m-chi-285-ty-r266077,"Gò Vấp, Hồ Chí Minh","GÒ VẤP, LÊ VĂN THỌ, CV LÀNG HOA, NHÀ FULL NỘI THẤT, KV 4x8.5m, CHỈ 2.85 TỶ","GÒ VẤP, LÊ VĂN THỌ, CV LÀNG HOA, NHÀ FULL NỘI THẤT, KV 4x8.5m, CHỈ 2.85 TỶ","GÒ VẤP, LÊ VĂN THỌ, CV LÀNG HOA, NHÀ FULL NỘI THẤT, KV 4x8.5m, CHỈ 2.85 TỶ","GÒ VẤP, LÊ VĂN THỌ, CV LÀNG HOA, NHÀ FULL NỘI THẤT, KV 4x8.5m, CHỈ 2.85 TỶ, Gò Vấp, Hồ Chí Minh, Việt Nam","Gò Vấp, Lê Văn Thọ, Cv Làng Hoa, Nhà Full Nội Thất, Kv",,Gò Vấp,Hồ Chí Minh,title,STREET_LEVEL
185748,https://batdongsan.vn/ban-nha-xuan-dinh-sieu-dep-oto-kinh-doanh-o-suong-gan-cong-vien-40m2-so-dep-nhinh-9-ty-r185748,"Bắc Từ Liêm, Hà Nội","BÁN NHÀ XUÂN ĐỈNH SIÊU ĐẸP, OTO, KINH DOANH, Ở SƯỚNG GẦN CÔNG VIÊN 40m2 Sổ đẹp nhỉnh 9 tỷ","BÁN NHÀ XUÂN ĐỈNH SIÊU ĐẸP, OTO, KINH DOANH, Ở SƯỚNG GẦN CÔNG VIÊN 40m2 Sổ đẹp nhỉnh 9 tỷ","BÁN NHÀ XUÂN ĐỈNH SIÊU ĐẸP, OTO, KINH DOANH, Ở SƯỚNG GẦN CÔNG VIÊN 40m2 Sổ đẹp nhỉnh 9 tỷ","BÁN NHÀ XUÂN ĐỈNH SIÊU ĐẸP, OTO, KINH DOANH, Ở SƯỚNG GẦN CÔNG VIÊN 40m2 Sổ đẹp nhỉnh 9 tỷ, Bắc Từ Liêm, Hà Nội, Việt Nam","Bán Nhà Xuân Đỉnh Siêu Đẹp, Oto, Kinh Doanh,",,Bắc Từ Liêm,Hà Nội,title,STREET_LEVEL
162255,https://batdongsan.vn/ban-nha-mat-tien-nguyen-trong-tuyen-nguyen-van-troi-41x18m-2-tang-hdt-22tr-145-ty-r162255,"Phú Nhuận, Hồ Chí Minh","Bán nhà Mặt tiền Nguyễn Trọng Tuyển - Nguyễn Văn Trỗi, 4,1x18m, 2 Tầng, HĐT 22tr, 14,5 tỷ.",Mặt tiền Nguyễn Trọng Tuyển - Nguyễn Văn Trỗi,Mặt tiền Nguyễn Trọng Tuyển - Nguyễn Văn Trỗi,"Mặt tiền Nguyễn Trọng Tuyển - Nguyễn Văn Trỗi, Phú Nhuận, Hồ Chí Minh, Việt Nam",Mặt Tiền Nguyễn Trọng Tuyển,,Phú Nhuận,Hồ Chí Minh,title,STREET_LEVEL
124430,https://batdongsan.vn/ban-toa-van-phong-9-tang-mat-pho-ton-duc-thangvi-tri-lo-gocdt-110m2-gia-70-ty-r124430,"Đống Đa, Hà Nội",Bán Tòa Văn Phòng 9 Tầng Mặt Phố Tôn Đức Thắng.Vị Trí Lô Góc.DT 110m2. Giá 70 TỶ,Phố Tôn Đức Thắng.Vị Trí Lô Góc.DT 110m2. Giá 70 TỶ,Phố Tôn Đức Thắng.Vị Trí Lô Góc.DT 110m2. Giá 70 TỶ,"Phố Tôn Đức Thắng.Vị Trí Lô Góc.DT 110m2. Giá 70 TỶ, Đống Đa, Hà Nội, Việt Nam",,,Đống Đa,Hà Nội,title,STREET_LEVEL
116538,https://batdongsan.vn/duong-lang-dong-da55m2-5-tang-long-lay-o-to-tranh-kinh-doanh-dinh-cao-gia-16-ty-r116538,"Đống Đa, Hà Nội","ĐƯỜNG LÁNG, ĐỐNG ĐA,55M2 5 TẦNG LỘNG LẪY , Ô TÔ TRÁNH, KINH DOANH ĐỈNH CAO GIÁ 16 TỶ",ĐƯỜNG LÁNG,ĐƯỜNG LÁNG,"ĐƯỜNG LÁNG, Đống Đa, Hà Nội, Việt Nam",Đường Láng Đường Láng,,Đống Đa,Hà Nội,title,STREET_LEVEL
192177,https://batdongsan.vn/mat-tien-hiem-tan-phu-4x15-60m2-3-tang-kien-co-gia-nhinh-7ty-r192177,"Tân Phú, Hồ Chí Minh",MẶT TIỀN HIẾM - TÂN PHÚ – 4X15 – 60M² – 3 TẦNG KIÊN CỐ – GIÁ NHỈNH 7TỶ,"Nằm sát trục đường Nguyễn Sơn, Phường Phú Thạnh, Quận Tân Phú – tuyến đường kinh doanh sầm uất, khu dân cư đông đúc, phù hợp vừa ở","Nằm sát trục đường Nguyễn Sơn, Phường Phú Thạnh, Quận Tân Phú – tuyến đường kinh doanh sầm uất, khu dân cư đông đúc, phù hợp vừa ở","Nằm sát trục đường Nguyễn Sơn, Phường Phú Thạnh, Quận Tân Phú – tuyến đường kinh doanh sầm uất, khu dân cư đông đúc, phù hợp vừa ở, Hồ Chí Minh, Việt Nam",Đường Nguyễn Sơn,Phường Phú Thạnh,Tân Phú,Hồ Chí Minh,dedicated_address,PROJECT_OR_RESIDENTIAL_AREA
156507,https://batdongsan.vn/ban-nha-dien-bien-phu-quan-3-hem-rong-4m-gia-385-ty-r156507,"Quận 3, Hồ Chí Minh","Bán nhà Điện Biên Phủ, Quận 3, hẻm rộng 4m, Giá 3.85 tỷ",hẻm 4 m,hẻm 4 m,"hẻm 4 m, Quận 3, Hồ Chí Minh, Việt Nam",Hẻm 4 M Bán Nhà Điện Biên Phủ,,Quận 3,Hồ Chí Minh,dedicated_address,ALLEY_OR_LANE
142657,https://batdongsan.vn/ban-nha-khuong-hathanh-xuantruoc-nha-25mthang-maygan-o-to43m2115-tyctl-r142657,"Thanh Xuân, Hà Nội","BÁN NHÀ KHƯƠNG HẠ,THANH XUÂN,TRƯỚC NHÀ 2,5M,THANG MÁY,GẦN Ô TÔ,43M2,11.5 TỶ(CTL)","BÁN NHÀ KHƯƠNG HẠ,THANH XUÂN,TRƯỚC NHÀ 2,5M,THANG MÁY,GẦN Ô TÔ,43M2,11.5 TỶ(CTL)","BÁN NHÀ KHƯƠNG HẠ,THANH XUÂN,TRƯỚC NHÀ 2,5M,THANG MÁY,GẦN Ô TÔ,43M2,11.5 TỶ(CTL)","BÁN NHÀ KHƯƠNG HẠ,THANH XUÂN,TRƯỚC NHÀ 2,5M,THANG MÁY,GẦN Ô TÔ,43M2,11.5 TỶ(CTL), Thanh Xuân, Hà Nội, Việt Nam","Bán Nhà Khương Hạ,Thanh Xuân,Trước Nhà 2,5M,Thang Máy,Gần",,Thanh Xuân,Hà Nội,title,STREET_LEVEL
101016,https://batdongsan.vn/ban-nha-ngo-73-hoang-ngan-phuong-nhan-chinh-tang-1-de-o-to-mat-tien-5m-gia-77-ty-r271199,"Thanh Xuân, Hà Nội","Bán nhà ngõ 73 Hoàng Ngân, phường Nhân Chính, tầng 1 để ô tô, mặt tiền 5m giá 7.7 tỷ","ngõ 73 Hoàng Ngân, phường Nhân Chính","ngõ 73 Hoàng Ngân, phường Nhân Chính","ngõ 73 Hoàng Ngân, phường Nhân Chính, Thanh Xuân, Hà Nội, Việt Nam",Ngõ 73 Hoàng Ngân,,Thanh Xuân,Hà Nội,title,ALLEY_OR_LANE
92765,https://batdongsan.vn/36-ty-20m-ra-pho-ho-khau-tran-quoc-vuong-cau-giay-32m2-x-5-tang-r262940,"Cầu Giấy, Hà Nội",3.6 Tỷ - 20M ra phố - Hổ khẩu Trần Quốc Vượng - Cầu Giấy - 32M2 x 5 Tầng,phố - Hổ khẩu Trần Quốc Vượng - Cầu Giấy - 32M2 x 5 Tầng,phố - Hổ khẩu Trần Quốc Vượng - Cầu Giấy - 32M2 x 5 Tầng,"phố - Hổ khẩu Trần Quốc Vượng - Cầu Giấy - 32M2 x 5 Tầng, Hà Nội, Việt Nam",Phố - Hổ Khẩu Trần Quốc Vượng,,Cầu Giấy,Hà Nội,title,STREET_LEVEL
109964,https://batdongsan.vn/ban-nha-dai-mo-nam-tu-liem-mat-tien-4m-duong-nhua-oto-do-cua-5-tang-full-noi-thatdien-tich-35m-chi-hon-4-ty-r280158,"Nam Từ Liêm, Hà Nội","BÁN NHÀ ĐẠI MỖ-NAM TỪ LIÊM, MẶT TIỀN 4m ĐƯỜNG NHỰA, OTO ĐỖ CỬA, 5 TẦNG FULL NỘI THẤT,DIỆN TÍCH 35m,...",MẶT TIỀN 4m ĐƯỜNG NHỰA,MẶT TIỀN 4m ĐƯỜNG NHỰA,"MẶT TIỀN 4m ĐƯỜNG NHỰA, Nam Từ Liêm, Hà Nội, Việt Nam","Đường Nhựa, Oto Đỗ Cửa,",,Nam Từ Liêm,Hà Nội,title,HOUSE_LEVEL
195060,https://batdongsan.vn/ban-nha-dong-tien-yen-duyen-7-tang-thang-may-long-lanh-vf3-thong-50m-ra-pho-hoang-mai-r195060,"Hoàng Mai, Hà Nội",Bán nhà dòng tiền yên duyên 7 tầng thang máy long lanh VF3 thông 50M ra phố hoàng mai,phố hoàng mai,phố hoàng mai,"phố hoàng mai, Hoàng Mai, Hà Nội, Việt Nam",,,Hoàng Mai,Hà Nội,title,STREET_LEVEL
88987,https://batdongsan.vn/go-vap-quang-trung-phuong-11-84m2-ngang-hon-5m-4-tang-chi-79-ty-r259157,"Gò Vấp, Hồ Chí Minh","Gò Vấp, Quang Trung Phường 11, 84m2, ngang hơn 5m, 4 tầng chỉ 7.9 tỷ","đường Quang Trung, Phường 11, Gò Vấp","đường Quang Trung, Phường 11, Gò Vấp","đường Quang Trung, Phường 11, Gò Vấp, Hồ Chí Minh, Việt Nam",Đường Quang Trung,Phường 11,Gò Vấp,Hồ Chí Minh,dedicated_address,STREET_AND_WARD
152802,https://batdongsan.vn/nha-dep-o-ngay-tang-noi-that-gan-otochu-nha-lam-chuyen-noi-lam-an-nen-ban-lai-r152802,"Bắc Từ Liêm, Hà Nội",NHÀ ĐẸP Ở NGAY - TẶNG NỘI THẤT - GẦN OTO.Chủ nhà làm chuyển nơi làm ăn nên bán lại.,NHÀ ĐẸP Ở NGAY - TẶNG NỘI THẤT - GẦN OTO.Chủ nhà làm chuyển nơi làm ăn nên bán lại.,NHÀ ĐẸP Ở NGAY - TẶNG NỘI THẤT - GẦN OTO.Chủ nhà làm chuyển nơi làm ăn nên bán lại.,"NHÀ ĐẸP Ở NGAY - TẶNG NỘI THẤT - GẦN OTO.Chủ nhà làm chuyển nơi làm ăn nên bán lại., Bắc Từ Liêm, Hà Nội, Việt Nam",Nhà Đẹp,,Bắc Từ Liêm,Hà Nội,title,STREET_LEVEL
117956,https://batdongsan.vn/binh-thanh-nguyen-van-dau-hem-xe-hoi-thong-tu-tung-qua-cho-hoang-hoa-tham-ngang-4m-khu-dan-cu-r117956,"Bình Thạnh, Hồ Chí Minh","BÌNH THẠNH, NGUYỄN VĂN ĐẬU – HẺM XE HƠI THÔNG TỨ TUNG QUA CHỢ HOÀNG HOA THÁM, NGANG 4M, KHU DÂN CƯ",HẺM XE HƠI THÔNG TỨ TUNG QUA CHỢ HOÀNG HOA THÁM,HẺM XE HƠI THÔNG TỨ TUNG QUA CHỢ HOÀNG HOA THÁM,"HẺM XE HƠI THÔNG TỨ TUNG QUA CHỢ HOÀNG HOA THÁM, Bình Thạnh, Hồ Chí Minh, Việt Nam","Bình Thạnh, Nguyễn Văn Đậu",,Bình Thạnh,Hồ Chí Minh,title,ALLEY_OR_LANE
85293,https://batdongsan.vn/ban-nha-dat-dich-vu-kdt-van-khe-o-to-vao-nha-50m2-5-tang-thiet-ke-hop-ly-nhinh-8-ty-r255458,"Hà Đông, Hà Nội","Bán nhà đất dịch vụ KĐT Văn Khê, ô tô vào nhà, 50m2, 5 tầng, thiết kế hợp lý, nhỉnh 8 tỷ","Bán nhà đất dịch vụ KĐT Văn Khê, ô tô vào nhà, 50m2, 5 tầng, thiết kế hợp lý, nhỉnh 8 tỷ","Bán nhà đất dịch vụ KĐT Văn Khê, ô tô vào nhà, 50m2, 5 tầng, thiết kế hợp lý, nhỉnh 8 tỷ","Bán nhà đất dịch vụ KĐT Văn Khê, ô tô vào nhà, 50m2, 5 tầng, thiết kế hợp lý, nhỉnh 8 tỷ, Hà Đông, Hà Nội, Việt Nam",,,Hà Đông,Hà Nội,title,PROJECT_OR_RESIDENTIAL_AREA
176471,https://batdongsan.vn/ban-nha-mat-pho-kim-dong-50m2-6-tang-thang-may-o-to-do-trong-nha-21-ty-r176471,"Hoàng Mai, Hà Nội","BÁN NHÀ MẶT PHỐ KIM ĐỒNG – 50m², 6 TẦNG, THANG MÁY, Ô TÔ ĐỖ TRONG NHÀ – 21 TỶ","Mặt phố Kim Đồng, quận Hoàng Mai, Hà Nội✨ Tuyến phố kinh doanh sầm uất, giao thông thuận lợi, thông Giải Phóng – Trương Định – Giáp","Mặt phố Kim Đồng, quận Hoàng Mai, Hà Nội✨ Tuyến phố kinh doanh sầm uất, giao thông thuận lợi, thông Giải Phóng – Trương Định – Giáp","Mặt phố Kim Đồng, quận Hoàng Mai, Hà Nội✨ Tuyến phố kinh doanh sầm uất, giao thông thuận lợi, thông Giải Phóng – Trương Định – Giáp, Quận Hoàng Mai, Hà Nội, Việt Nam",Phố Kim Đồng,,Quận Hoàng Mai,Hà Nội,dedicated_address,STREET_LEVEL
185511,https://batdongsan.vn/gan-nha-ga-t3-nha-dep-72m2-4-tang-o-to-ngu-trong-nha-6x-ty-tl-r185511,"Gò Vấp, Hồ Chí Minh",Gần nhà ga T3! Nhà Đẹp 72M² 4 Tầng Ô TÔ NGỦ TRONG NHÀ – 6.x Tỷ TL!,Gần nhà ga T3! Nhà Đẹp 72M² 4 Tầng Ô TÔ NGỦ TRONG NHÀ – 6.x Tỷ TL!,Gần nhà ga T3! Nhà Đẹp 72M² 4 Tầng Ô TÔ NGỦ TRONG NHÀ – 6.x Tỷ TL!,"Gần nhà ga T3! Nhà Đẹp 72M² 4 Tầng Ô TÔ NGỦ TRONG NHÀ – 6.x Tỷ TL!, Gò Vấp, Hồ Chí Minh, Việt Nam",Tô Ngủ Trong Nhà,,Gò Vấp,Hồ Chí Minh,title,STREET_LEVEL
138008,https://batdongsan.vn/thuy-khue-tay-ho-41m2-7-tang-mt-41m-gia-148-ty-nha-moi-thang-may-phan-lo-o-to-7c-ngo-r138008,"Tây Hồ, Hà Nội","THỤY KHUÊ, TÂY HỒ. 41M2 7 TẦNG MT 4.1M GIÁ 14,8 TỶ-NHÀ MỚI - THANG MÁY - PHÂN LÔ - Ô TÔ 7C - NGÕ","THỤY KHUÊ, TÂY HỒ. 41M2 7 TẦNG MT 4.1M GIÁ 14,8 TỶ-NHÀ MỚI - THANG MÁY - PHÂN LÔ - Ô TÔ 7C - NGÕ","THỤY KHUÊ, TÂY HỒ. 41M2 7 TẦNG MT 4.1M GIÁ 14,8 TỶ-NHÀ MỚI - THANG MÁY - PHÂN LÔ - Ô TÔ 7C - NGÕ","THỤY KHUÊ, TÂY HỒ. 41M2 7 TẦNG MT 4.1M GIÁ 14,8 TỶ-NHÀ MỚI - THANG MÁY - PHÂN LÔ - Ô TÔ 7C - NGÕ, Tây Hồ, Hà Nội, Việt Nam",Ngõ Thụy Khuê,,Tây Hồ,Hà Nội,description,ALLEY_OR_LANE
192031,https://batdongsan.vn/toa-nha-9-tang-2-mat-tien-dang-cap-sieu-pham-10m-ra-mat-pho-truong-chinh-gara-4-o-to-r192031,"Đống Đa, Hà Nội",TÒA NHÀ 9 TẦNG 2 MẶT TIỀN  ĐẲNG CẤP- SIÊU PHẨM 10M RA MẶT PHỐ TRƯỜNG CHINH – GARA 4 Ô TÔ,MẶT TIỀN  ĐẲNG CẤP- SIÊU PHẨM 10M RA MẶT PHỐ TRƯỜNG CHINH – GARA 4 Ô TÔ,MẶT TIỀN ĐẲNG CẤP- SIÊU PHẨM 10M RA MẶT PHỐ TRƯỜNG CHINH – GARA 4 Ô TÔ,"MẶT TIỀN ĐẲNG CẤP- SIÊU PHẨM 10M RA MẶT PHỐ TRƯỜNG CHINH – GARA 4 Ô TÔ, Đống Đa, Hà Nội, Việt Nam",Mặt Tiền  Đẳng Cấp,,Đống Đa,Hà Nội,title,STREET_LEVEL
113321,https://batdongsan.vn/ban-nha-lien-ke-pho-khuat-duy-tien-thong-sang-duong-nguyen-trai-o-to-do-cua-73m2-nha-dep-5-tang-gia-92-ty-r283515,"Thanh Xuân, Hà Nội","Bán nhà liền kề phố Khuất Duy Tiến thông sang đường Nguyễn Trãi, ô tô đỗ cửa 73m2 nhà đẹp 5 tầng giá...",phố Khuất Duy Tiến thông sang đường Nguyễn Trãi,phố Khuất Duy Tiến thông sang đường Nguyễn Trãi,"phố Khuất Duy Tiến thông sang đường Nguyễn Trãi, Thanh Xuân, Hà Nội, Việt Nam",,,Thanh Xuân,Hà Nội,title,STREET_LEVEL
